,crop_name,crop_num,high,low,market_name,market_num,mean,medium,volume,year,month,day,dayofweek
0,豔陽柑-豔陽柑,C7,38.0,30.0,台北一,109,35.3,36.2,45.0,2012,10,23,1
1,豔陽柑-豔陽柑,C7,33.0,28.0,台北一,109,30.5,30.5,30.0,2012,10,24,2
2,豔陽柑-豔陽柑,C7,30.0,23.0,台北一,109,27.8,28.6,60.0,2012,10,25,3
3,豔陽柑-豔陽柑,C7,28.0,17.0,台北一,109,22.5,22.5,60.0,2012,10,26,4
4,豔陽柑-豔陽柑,C7,27.0,25.0,台北一,109,26.0,26.0,60.0,2012,10,27,5
5,豔陽柑-豔陽柑,C7,37.1,18.6,台北一,109,26.1,25.0,156.0,2012,10,28,6
6,豔陽柑-豔陽柑,C7,20.0,20.0,台北一,109,20.0,20.0,38.0,2012,11,1,3
7,豔陽柑-豔陽柑,C7,25.0,14.0,台北一,109,20.0,20.3,90.0,2012,11,3,5
8,豔陽柑-豔陽柑,C7,21.0,13.1,台北一,109,18.7,19.8,360.0,2012,11,6,1
9,豔陽柑-豔陽柑,C7,37.0,28.6,台北一,109,32.7,32.7,210.0,2012,11,7,2
10,豔陽柑-豔陽柑,C7,30.9,18.3,台北一,109,24.6,24.6,573.0,2012,11,9,4
11,豔陽柑-豔陽柑,C7,43.9,35.0,台北一,109,39.8,40.0,120.0,2012,11,10,5
12,豔陽柑-豔陽柑,C7,40.0,15.0,台北一,109,26.6,26.0,207.0,2012,11,11,6
13,豔陽柑-豔陽柑,C7,45.0,30.7,台北一,109,37.5,37.2,225.0,2012,11,13,1
14,豔陽柑-豔陽柑,C7,15.0,15.0,台北一,109,15.0,15.0,11.0,2012,11,14,2
15,豔陽柑-豔陽柑,C7,15.0,15.0,台北一,109,15.0,15.0,90.0,2012,11,15,3
16,豔陽柑-豔陽柑,C7,35.0,16.0,台北一,109,25.5,25.4,225.0,2012,11,17,5
17,豔陽柑-豔陽柑,C7,32.0,20.0,台北一,109,25.1,24.5,150.0,2012,11,18,6
18,豔陽柑-豔陽柑,C7,30.0,20.0,台北一,109,26.0,26.7,75.0,2012,11,20,1
19,豔陽柑-豔陽柑,C7,33.0,25.0,台北一,109,28.3,27.9,90.0,2012,11,21,2
20,豔陽柑-豔陽柑,C7,15.0,12.0,台北一,109,13.5,13.5,36.0,2012,11,23,4
21,豔陽柑-豔陽柑,C7,30.0,18.0,台北一,109,24.3,24.6,108.0,2012,11,25,6
22,豔陽柑-豔陽柑,C7,32.0,19.6,台北一,109,27.7,28.9,146.0,2012,11,27,1
23,豔陽柑-豔陽柑,C7,25.0,17.0,台北一,109,21.3,21.6,54.0,2012,12,1,5
24,豔陽柑-豔陽柑,C7,17.8,9.0,台北一,109,12.9,12.5,80.0,2012,12,11,1
25,豔陽柑-豔陽柑,C7,54.1,33.2,台北一,109,43.2,43.0,528.0,2013,3,9,5
26,豔陽柑-豔陽柑,C7,46.0,40.0,台北一,109,44.2,45.0,187.0,2013,3,12,1
27,豔陽柑-豔陽柑,C7,55.0,50.0,台北一,109,52.5,52.5,135.0,2013,3,19,1
28,豔陽柑-豔陽柑,C7,25.0,25.0,台北一,109,25.0,25.0,54.0,2013,10,15,1
29,豔陽柑-豔陽柑,C7,34.0,30.0,台北一,109,30.8,30.0,114.0,2013,11,1,4
30,豔陽柑-豔陽柑,C7,29.3,15.0,台北一,109,17.9,15.0,252.0,2013,11,2,5
31,豔陽柑-豔陽柑,C7,38.1,25.6,台北一,109,33.8,35.0,159.0,2013,11,3,6
32,豔陽柑-豔陽柑,C7,32.0,25.0,台北一,109,28.3,28.2,90.0,2013,11,6,2
33,豔陽柑-豔陽柑,C7,45.0,26.4,台北一,109,37.0,37.9,105.0,2013,11,7,3
34,豔陽柑-豔陽柑,C7,50.0,25.2,台北一,109,36.8,36.2,145.0,2013,11,8,4
35,豔陽柑-豔陽柑,C7,32.8,28.0,台北一,109,30.8,31.1,90.0,2013,11,9,5
36,豔陽柑-豔陽柑,C7,36.7,15.6,台北一,109,30.0,32.6,219.0,2013,11,10,6
37,豔陽柑-豔陽柑,C7,40.0,22.5,台北一,109,34.4,36.5,144.0,2013,11,12,1
38,豔陽柑-豔陽柑,C7,38.6,35.0,台北一,109,35.7,35.0,126.0,2013,11,13,2
39,豔陽柑-豔陽柑,C7,38.0,25.0,台北一,109,32.2,32.7,180.0,2013,11,14,3
40,豔陽柑-豔陽柑,C7,38.7,17.4,台北一,109,31.3,33.4,423.0,2013,11,15,4
41,豔陽柑-豔陽柑,C7,36.1,14.9,台北一,109,27.9,29.4,1023.0,2013,11,16,5
42,豔陽柑-豔陽柑,C7,34.2,11.7,台北一,109,24.8,26.1,273.0,2013,11,17,6
43,豔陽柑-豔陽柑,C7,39.5,15.5,台北一,109,27.2,27.0,100.0,2013,11,21,3
44,豔陽柑-豔陽柑,C7,70.0,21.0,台北一,109,42.3,40.1,224.0,2013,11,22,4
45,豔陽柑-豔陽柑,C7,89.5,65.0,台北一,109,75.2,73.8,372.0,2013,11,23,5
46,豔陽柑-豔陽柑,C7,75.0,75.0,台北一,109,75.0,75.0,120.0,2013,11,24,6
47,豔陽柑-豔陽柑,C7,85.0,36.4,台北一,109,68.1,73.0,250.0,2013,11,26,1
48,豔陽柑-豔陽柑,C7,100.0,37.1,台北一,109,78.4,84.9,308.0,2013,11,27,2
49,豔陽柑-豔陽柑,C7,36.0,25.0,台北一,109,33.4,35.3,90.0,2013,11,28,3
50,豔陽柑-豔陽柑,C7,86.5,37.7,台北一,109,71.8,78.2,370.0,2013,11,29,4
51,豔陽柑-豔陽柑,C7,95.0,59.1,台北一,109,87.8,95.0,276.0,2013,11,30,5
52,豔陽柑-豔陽柑,C7,29.5,14.6,台北一,109,22.3,22.5,112.0,2013,12,6,4
53,豔陽柑-豔陽柑,C7,51.8,33.8,台北一,109,43.0,43.2,336.0,2013,12,13,4
54,豔陽柑-豔陽柑,C7,50.0,35.0,台北一,109,43.2,43.6,198.0,2013,12,31,1
55,豔陽柑-豔陽柑,C7,36.1,30.0,台北一,109,31.3,30.2,162.0,2014,1,14,1
